"Time","in:resnet_americas_03e4b61","out:resnet_americas_03e4b61","sum:resnet_americas_03e4b61"
2026-01-05 05:05:00,5.25 TB,4.61 TB,9.85 TB
2026-01-05 05:10:00,5.26 TB,4.62 TB,9.88 TB
2026-01-05 05:15:00,5.27 TB,4.63 TB,9.90 TB
2026-01-05 05:20:00,5.28 TB,4.64 TB,9.92 TB
2026-01-05 05:25:00,5.29 TB,4.65 TB,9.95 TB
2026-01-05 05:30:00,5.31 TB,4.67 TB,9.97 TB
2026-01-05 05:35:00,5.32 TB,4.68 TB,10.00 TB
2026-01-05 05:40:00,5.33 TB,4.69 TB,10.0 TB
2026-01-05 05:45:00,5.34 TB,4.70 TB,10.0 TB
2026-01-05 05:50:00,5.35 TB,4.71 TB,10.1 TB
2026-01-05 05:55:00,5.37 TB,4.73 TB,10.1 TB
2026-01-05 06:00:00,5.38 TB,4.74 TB,10.1 TB
2026-01-05 06:05:00,5.39 TB,4.75 TB,10.1 TB
2026-01-05 06:10:00,5.40 TB,4.76 TB,10.2 TB
2026-01-05 06:15:00,5.41 TB,4.77 TB,10.2 TB
2026-01-05 06:20:00,5.42 TB,4.79 TB,10.2 TB
2026-01-05 06:25:00,5.44 TB,4.80 TB,10.2 TB
2026-01-05 06:30:00,5.45 TB,4.81 TB,10.3 TB
2026-01-05 06:35:00,5.46 TB,4.82 TB,10.3 TB
2026-01-05 06:40:00,5.47 TB,4.83 TB,10.3 TB
2026-01-05 06:45:00,5.48 TB,4.84 TB,10.3 TB
2026-01-05 06:50:00,5.50 TB,4.86 TB,10.4 TB
2026-01-05 06:55:00,5.51 TB,4.87 TB,10.4 TB
2026-01-05 07:00:00,5.52 TB,4.88 TB,10.4 TB
2026-01-05 07:05:00,5.53 TB,4.89 TB,10.4 TB
2026-01-05 07:10:00,5.54 TB,4.91 TB,10.4 TB
2026-01-05 07:15:00,5.56 TB,4.92 TB,10.5 TB
2026-01-05 07:20:00,5.57 TB,4.93 TB,10.5 TB
2026-01-05 07:25:00,5.58 TB,4.94 TB,10.5 TB
2026-01-05 07:30:00,5.59 TB,4.95 TB,10.5 TB
2026-01-05 07:35:00,5.60 TB,4.96 TB,10.6 TB
2026-01-05 07:40:00,5.62 TB,4.98 TB,10.6 TB
2026-01-05 07:45:00,5.63 TB,4.99 TB,10.6 TB
2026-01-05 07:50:00,5.64 TB,5.00 TB,10.6 TB
2026-01-05 07:55:00,5.65 TB,5.01 TB,10.7 TB
2026-01-05 08:00:00,5.66 TB,5.02 TB,10.7 TB
2026-01-05 08:05:00,5.67 TB,5.04 TB,10.7 TB
2026-01-05 08:10:00,5.69 TB,5.05 TB,10.7 TB
2026-01-05 08:15:00,5.70 TB,5.06 TB,10.8 TB
2026-01-05 08:20:00,5.71 TB,5.07 TB,10.8 TB
2026-01-05 08:25:00,5.72 TB,5.08 TB,10.8 TB
2026-01-05 08:30:00,5.73 TB,5.09 TB,10.8 TB
2026-01-05 08:35:00,5.75 TB,5.11 TB,10.9 TB
2026-01-05 08:40:00,5.76 TB,5.12 TB,10.9 TB
2026-01-05 08:45:00,5.77 TB,5.13 TB,10.9 TB
2026-01-05 08:50:00,5.78 TB,5.14 TB,10.9 TB
2026-01-05 08:55:00,5.79 TB,5.15 TB,10.9 TB
2026-01-05 09:00:00,5.80 TB,5.16 TB,11.0 TB
2026-01-05 09:05:00,5.81 TB,5.18 TB,11.0 TB
2026-01-05 09:10:00,5.83 TB,5.19 TB,11.0 TB
2026-01-05 09:15:00,5.84 TB,5.20 TB,11.0 TB
2026-01-05 09:20:00,5.85 TB,5.21 TB,11.1 TB
2026-01-05 09:25:00,5.86 TB,5.22 TB,11.1 TB
2026-01-05 09:30:00,5.87 TB,5.23 TB,11.1 TB
2026-01-05 09:35:00,5.89 TB,5.25 TB,11.1 TB
2026-01-05 09:40:00,5.90 TB,5.26 TB,11.2 TB
2026-01-05 09:45:00,5.91 TB,5.27 TB,11.2 TB
2026-01-05 09:50:00,5.92 TB,5.28 TB,11.2 TB
2026-01-05 09:55:00,5.93 TB,5.29 TB,11.2 TB
2026-01-05 10:00:00,5.95 TB,5.31 TB,11.3 TB
2026-01-05 10:05:00,5.96 TB,5.32 TB,11.3 TB
2026-01-05 10:10:00,5.97 TB,5.33 TB,11.3 TB
2026-01-05 10:15:00,5.98 TB,5.34 TB,11.3 TB
2026-01-05 10:20:00,5.99 TB,5.35 TB,11.3 TB
2026-01-05 10:25:00,6.01 TB,5.37 TB,11.4 TB
2026-01-05 10:30:00,6.02 TB,5.38 TB,11.4 TB
2026-01-05 10:35:00,6.03 TB,5.39 TB,11.4 TB
2026-01-05 10:40:00,6.04 TB,5.40 TB,11.4 TB
2026-01-05 10:45:00,6.05 TB,5.41 TB,11.5 TB
2026-01-05 10:50:00,6.07 TB,5.43 TB,11.5 TB
2026-01-05 10:55:00,6.08 TB,5.44 TB,11.5 TB
2026-01-05 11:00:00,6.09 TB,5.45 TB,11.5 TB
2026-01-05 11:05:00,6.10 TB,5.46 TB,11.6 TB
2026-01-05 11:10:00,6.12 TB,5.48 TB,11.6 TB
2026-01-05 11:15:00,6.13 TB,5.49 TB,11.6 TB
2026-01-05 11:20:00,6.14 TB,5.50 TB,11.6 TB
2026-01-05 11:25:00,6.15 TB,5.51 TB,11.7 TB
2026-01-05 11:30:00,6.16 TB,5.52 TB,11.7 TB
2026-01-05 11:35:00,6.17 TB,5.53 TB,11.7 TB
2026-01-05 11:40:00,6.19 TB,5.55 TB,11.7 TB
2026-01-05 11:45:00,6.20 TB,5.56 TB,11.8 TB
2026-01-05 11:50:00,6.21 TB,5.57 TB,11.8 TB
2026-01-05 11:55:00,6.22 TB,5.58 TB,11.8 TB
2026-01-05 12:00:00,6.23 TB,5.59 TB,11.8 TB
2026-01-05 12:05:00,6.25 TB,5.61 TB,11.9 TB
2026-01-05 12:10:00,6.26 TB,5.62 TB,11.9 TB
2026-01-05 12:15:00,6.27 TB,5.63 TB,11.9 TB
2026-01-05 12:20:00,6.28 TB,5.64 TB,11.9 TB
2026-01-05 12:25:00,6.29 TB,5.65 TB,11.9 TB
2026-01-05 12:30:00,6.30 TB,5.66 TB,12.0 TB
2026-01-05 12:35:00,6.32 TB,5.68 TB,12.0 TB
2026-01-05 12:40:00,6.33 TB,5.69 TB,12.0 TB
2026-01-05 12:45:00,6.34 TB,5.70 TB,12.0 TB
2026-01-05 12:50:00,6.35 TB,5.71 TB,12.1 TB
2026-01-05 12:55:00,6.36 TB,5.72 TB,12.1 TB
2026-01-05 13:00:00,6.37 TB,5.73 TB,12.1 TB
2026-01-05 13:05:00,6.39 TB,5.75 TB,12.1 TB
2026-01-05 13:10:00,6.40 TB,5.76 TB,12.2 TB
2026-01-05 13:15:00,6.41 TB,5.77 TB,12.2 TB
2026-01-05 13:20:00,6.42 TB,5.78 TB,12.2 TB
2026-01-05 13:25:00,6.43 TB,5.79 TB,12.2 TB
2026-01-05 13:30:00,6.45 TB,5.81 TB,12.3 TB
2026-01-05 13:35:00,6.46 TB,5.82 TB,12.3 TB
2026-01-05 13:40:00,6.47 TB,5.83 TB,12.3 TB
2026-01-05 13:45:00,6.48 TB,5.84 TB,12.3 TB
2026-01-05 13:50:00,6.49 TB,5.85 TB,12.3 TB
2026-01-05 13:55:00,6.50 TB,5.86 TB,12.4 TB
2026-01-05 14:00:00,6.52 TB,5.88 TB,12.4 TB
2026-01-05 14:05:00,6.53 TB,5.89 TB,12.4 TB
2026-01-05 14:10:00,6.54 TB,5.90 TB,12.4 TB
2026-01-05 14:15:00,6.55 TB,5.91 TB,12.5 TB
2026-01-05 14:20:00,6.56 TB,5.92 TB,12.5 TB
2026-01-05 14:25:00,6.58 TB,5.94 TB,12.5 TB
2026-01-05 14:30:00,6.59 TB,5.95 TB,12.5 TB
2026-01-05 14:35:00,6.60 TB,5.96 TB,12.6 TB
2026-01-05 14:40:00,6.61 TB,5.97 TB,12.6 TB
2026-01-05 14:45:00,6.62 TB,5.98 TB,12.6 TB
2026-01-05 14:50:00,6.63 TB,5.99 TB,12.6 TB
2026-01-05 14:55:00,6.65 TB,6.01 TB,12.7 TB
2026-01-05 15:00:00,6.66 TB,6.02 TB,12.7 TB
2026-01-05 15:05:00,6.67 TB,6.03 TB,12.7 TB
2026-01-05 15:10:00,6.68 TB,6.04 TB,12.7 TB
2026-01-05 15:15:00,6.69 TB,6.05 TB,12.7 TB
2026-01-05 15:20:00,6.71 TB,6.07 TB,12.8 TB
2026-01-05 15:25:00,6.72 TB,6.08 TB,12.8 TB
2026-01-05 15:30:00,6.73 TB,6.09 TB,12.8 TB
2026-01-05 15:35:00,6.74 TB,6.10 TB,12.8 TB
2026-01-05 15:40:00,6.75 TB,6.11 TB,12.9 TB
2026-01-05 15:45:00,6.77 TB,6.13 TB,12.9 TB
2026-01-05 15:50:00,6.78 TB,6.14 TB,12.9 TB
2026-01-05 15:55:00,6.79 TB,6.15 TB,12.9 TB
2026-01-05 16:00:00,6.80 TB,6.16 TB,13.0 TB
2026-01-05 16:05:00,6.81 TB,6.17 TB,13.0 TB
2026-01-05 16:10:00,6.83 TB,6.19 TB,13.0 TB
2026-01-05 16:15:00,6.84 TB,6.20 TB,13.0 TB
2026-01-05 16:20:00,6.85 TB,6.21 TB,13.1 TB
2026-01-05 16:25:00,6.86 TB,6.22 TB,13.1 TB
2026-01-05 16:30:00,6.87 TB,6.23 TB,13.1 TB
2026-01-05 16:35:00,6.89 TB,6.25 TB,13.1 TB
2026-01-05 16:40:00,6.90 TB,6.26 TB,13.2 TB
2026-01-05 16:45:00,6.91 TB,6.27 TB,13.2 TB
2026-01-05 16:50:00,6.92 TB,6.28 TB,13.2 TB
2026-01-05 16:55:00,6.94 TB,6.29 TB,13.2 TB
2026-01-05 17:00:00,6.95 TB,6.31 TB,13.3 TB
2026-01-05 17:05:00,6.96 TB,6.32 TB,13.3 TB
2026-01-05 17:10:00,6.97 TB,6.33 TB,13.3 TB
2026-01-05 17:15:00,6.98 TB,6.34 TB,13.3 TB
2026-01-05 17:20:00,6.99 TB,6.35 TB,13.3 TB
2026-01-05 17:25:00,7.01 TB,6.36 TB,13.4 TB
2026-01-05 17:30:00,7.02 TB,6.38 TB,13.4 TB
2026-01-05 17:35:00,7.03 TB,6.39 TB,13.4 TB
2026-01-05 17:40:00,7.04 TB,6.40 TB,13.4 TB
2026-01-05 17:45:00,7.05 TB,6.41 TB,13.5 TB
2026-01-05 17:50:00,7.06 TB,6.42 TB,13.5 TB
2026-01-05 17:55:00,7.08 TB,6.44 TB,13.5 TB
2026-01-05 18:00:00,7.08 TB,6.44 TB,13.5 TB
