"Time","sum:resnet_americas_03e4b61/gateway1","sum:resnet_americas_03e4b61/scheduler","sum:resnet_americas_03e4b61/worker1","sum:resnet_americas_03e4b61/worker3","sum:resnet_americas_03e4b61/worker4","sum:resnet_americas_03e4b61/worker6"
2026-01-04 17:40:00,50.9 MB,202 MB,1.20 TB,2.97 TB,1.23 TB,1.18 TB
2026-01-04 17:45:00,51.1 MB,202 MB,1.20 TB,2.98 TB,1.24 TB,1.18 TB
2026-01-04 17:50:00,51.3 MB,203 MB,1.20 TB,2.99 TB,1.24 TB,1.19 TB
2026-01-04 17:55:00,51.5 MB,204 MB,1.21 TB,3.00 TB,1.25 TB,1.19 TB
2026-01-04 18:00:00,51.6 MB,205 MB,1.21 TB,3.02 TB,1.25 TB,1.19 TB
2026-01-04 18:05:00,51.8 MB,205 MB,1.22 TB,3.03 TB,1.25 TB,1.20 TB
2026-01-04 18:10:00,52.0 MB,206 MB,1.22 TB,3.04 TB,1.26 TB,1.20 TB
2026-01-04 18:15:00,52.1 MB,207 MB,1.22 TB,3.05 TB,1.26 TB,1.21 TB
2026-01-04 18:20:00,52.3 MB,207 MB,1.23 TB,3.07 TB,1.27 TB,1.21 TB
2026-01-04 18:25:00,52.5 MB,208 MB,1.23 TB,3.08 TB,1.27 TB,1.21 TB
2026-01-04 18:30:00,52.7 MB,209 MB,1.24 TB,3.09 TB,1.27 TB,1.22 TB
2026-01-04 18:35:00,52.8 MB,209 MB,1.24 TB,3.10 TB,1.28 TB,1.22 TB
2026-01-04 18:40:00,53.0 MB,210 MB,1.24 TB,3.11 TB,1.28 TB,1.22 TB
2026-01-04 18:45:00,53.2 MB,211 MB,1.25 TB,3.12 TB,1.29 TB,1.23 TB
2026-01-04 18:50:00,53.4 MB,212 MB,1.25 TB,3.13 TB,1.29 TB,1.23 TB
2026-01-04 18:55:00,53.6 MB,212 MB,1.26 TB,3.15 TB,1.29 TB,1.24 TB
2026-01-04 19:00:00,53.7 MB,213 MB,1.26 TB,3.16 TB,1.30 TB,1.24 TB
2026-01-04 19:05:00,53.9 MB,214 MB,1.26 TB,3.17 TB,1.30 TB,1.24 TB
2026-01-04 19:10:00,54.1 MB,214 MB,1.27 TB,3.18 TB,1.31 TB,1.25 TB
2026-01-04 19:15:00,54.3 MB,215 MB,1.27 TB,3.19 TB,1.31 TB,1.25 TB
2026-01-04 19:20:00,54.4 MB,216 MB,1.28 TB,3.21 TB,1.31 TB,1.26 TB
2026-01-04 19:25:00,54.6 MB,216 MB,1.28 TB,3.22 TB,1.32 TB,1.26 TB
2026-01-04 19:30:00,54.8 MB,217 MB,1.28 TB,3.23 TB,1.32 TB,1.26 TB
2026-01-04 19:35:00,55.0 MB,218 MB,1.29 TB,3.24 TB,1.33 TB,1.27 TB
2026-01-04 19:40:00,55.2 MB,219 MB,1.29 TB,3.25 TB,1.33 TB,1.27 TB
2026-01-04 19:45:00,55.3 MB,219 MB,1.30 TB,3.27 TB,1.33 TB,1.28 TB
2026-01-04 19:50:00,55.5 MB,220 MB,1.30 TB,3.28 TB,1.34 TB,1.28 TB
2026-01-04 19:55:00,55.7 MB,221 MB,1.30 TB,3.29 TB,1.34 TB,1.28 TB
2026-01-04 20:00:00,55.9 MB,221 MB,1.31 TB,3.30 TB,1.34 TB,1.29 TB
2026-01-04 20:05:00,56.0 MB,222 MB,1.31 TB,3.31 TB,1.35 TB,1.29 TB
2026-01-04 20:10:00,56.2 MB,223 MB,1.31 TB,3.33 TB,1.35 TB,1.30 TB
2026-01-04 20:15:00,56.4 MB,223 MB,1.32 TB,3.34 TB,1.36 TB,1.30 TB
2026-01-04 20:20:00,56.5 MB,224 MB,1.32 TB,3.35 TB,1.36 TB,1.30 TB
2026-01-04 20:25:00,56.7 MB,225 MB,1.33 TB,3.36 TB,1.36 TB,1.31 TB
2026-01-04 20:30:00,56.9 MB,226 MB,1.33 TB,3.37 TB,1.37 TB,1.31 TB
2026-01-04 20:35:00,57.1 MB,226 MB,1.33 TB,3.39 TB,1.37 TB,1.32 TB
2026-01-04 20:40:00,57.2 MB,227 MB,1.34 TB,3.40 TB,1.38 TB,1.32 TB
2026-01-04 20:45:00,57.4 MB,228 MB,1.34 TB,3.41 TB,1.38 TB,1.32 TB
2026-01-04 20:50:00,57.6 MB,228 MB,1.35 TB,3.42 TB,1.38 TB,1.33 TB
2026-01-04 20:55:00,57.8 MB,229 MB,1.35 TB,3.43 TB,1.39 TB,1.33 TB
2026-01-04 21:00:00,57.9 MB,230 MB,1.35 TB,3.45 TB,1.39 TB,1.34 TB
2026-01-04 21:05:00,58.1 MB,230 MB,1.36 TB,3.46 TB,1.40 TB,1.34 TB
2026-01-04 21:10:00,58.3 MB,231 MB,1.36 TB,3.47 TB,1.40 TB,1.34 TB
2026-01-04 21:15:00,58.5 MB,232 MB,1.37 TB,3.48 TB,1.40 TB,1.35 TB
2026-01-04 21:20:00,58.7 MB,233 MB,1.37 TB,3.49 TB,1.41 TB,1.35 TB
2026-01-04 21:25:00,58.9 MB,233 MB,1.37 TB,3.51 TB,1.41 TB,1.36 TB
2026-01-04 21:30:00,59.0 MB,234 MB,1.38 TB,3.52 TB,1.42 TB,1.36 TB
2026-01-04 21:35:00,59.2 MB,235 MB,1.38 TB,3.53 TB,1.42 TB,1.36 TB
2026-01-04 21:40:00,59.4 MB,235 MB,1.39 TB,3.54 TB,1.43 TB,1.37 TB
2026-01-04 21:45:00,59.5 MB,236 MB,1.39 TB,3.55 TB,1.43 TB,1.37 TB
2026-01-04 21:50:00,59.7 MB,237 MB,1.39 TB,3.57 TB,1.43 TB,1.38 TB
2026-01-04 21:55:00,59.9 MB,237 MB,1.40 TB,3.58 TB,1.44 TB,1.38 TB
2026-01-04 22:00:00,60.0 MB,238 MB,1.40 TB,3.59 TB,1.44 TB,1.38 TB
2026-01-04 22:05:00,60.2 MB,239 MB,1.41 TB,3.60 TB,1.44 TB,1.39 TB
2026-01-04 22:10:00,60.4 MB,240 MB,1.41 TB,3.61 TB,1.45 TB,1.39 TB
2026-01-04 22:15:00,60.6 MB,240 MB,1.41 TB,3.63 TB,1.45 TB,1.40 TB
2026-01-04 22:20:00,60.7 MB,241 MB,1.42 TB,3.64 TB,1.46 TB,1.40 TB
2026-01-04 22:25:00,60.9 MB,242 MB,1.42 TB,3.65 TB,1.46 TB,1.40 TB
2026-01-04 22:30:00,61.1 MB,242 MB,1.43 TB,3.66 TB,1.46 TB,1.41 TB
2026-01-04 22:35:00,61.3 MB,243 MB,1.43 TB,3.67 TB,1.47 TB,1.41 TB
2026-01-04 22:40:00,61.5 MB,244 MB,1.43 TB,3.69 TB,1.47 TB,1.42 TB
2026-01-04 22:45:00,61.6 MB,244 MB,1.44 TB,3.70 TB,1.48 TB,1.42 TB
2026-01-04 22:50:00,61.8 MB,245 MB,1.44 TB,3.71 TB,1.48 TB,1.42 TB
2026-01-04 22:55:00,62.0 MB,246 MB,1.45 TB,3.72 TB,1.49 TB,1.43 TB
2026-01-04 23:00:00,62.2 MB,247 MB,1.45 TB,3.73 TB,1.49 TB,1.43 TB
2026-01-04 23:05:00,62.3 MB,247 MB,1.46 TB,3.75 TB,1.49 TB,1.44 TB
2026-01-04 23:10:00,62.5 MB,248 MB,1.46 TB,3.76 TB,1.50 TB,1.44 TB
2026-01-04 23:15:00,62.7 MB,249 MB,1.46 TB,3.77 TB,1.50 TB,1.44 TB
2026-01-04 23:20:00,62.8 MB,249 MB,1.47 TB,3.78 TB,1.51 TB,1.45 TB
2026-01-04 23:25:00,63.0 MB,250 MB,1.47 TB,3.79 TB,1.51 TB,1.45 TB
2026-01-04 23:30:00,63.2 MB,251 MB,1.48 TB,3.81 TB,1.51 TB,1.46 TB
2026-01-04 23:35:00,63.4 MB,251 MB,1.48 TB,3.82 TB,1.52 TB,1.46 TB
2026-01-04 23:40:00,63.5 MB,252 MB,1.48 TB,3.83 TB,1.52 TB,1.46 TB
2026-01-04 23:45:00,63.7 MB,253 MB,1.49 TB,3.84 TB,1.52 TB,1.47 TB
2026-01-04 23:50:00,63.9 MB,254 MB,1.49 TB,3.85 TB,1.53 TB,1.47 TB
2026-01-04 23:55:00,64.1 MB,254 MB,1.49 TB,3.87 TB,1.53 TB,1.48 TB
2026-01-05 00:00:00,64.3 MB,255 MB,1.50 TB,3.88 TB,1.54 TB,1.48 TB
2026-01-05 00:05:00,64.5 MB,256 MB,1.50 TB,3.89 TB,1.54 TB,1.48 TB
2026-01-05 00:10:00,64.6 MB,256 MB,1.51 TB,3.90 TB,1.54 TB,1.49 TB
2026-01-05 00:15:00,64.8 MB,257 MB,1.51 TB,3.91 TB,1.55 TB,1.49 TB
2026-01-05 00:20:00,65.0 MB,258 MB,1.51 TB,3.93 TB,1.55 TB,1.50 TB
2026-01-05 00:25:00,65.2 MB,258 MB,1.52 TB,3.94 TB,1.56 TB,1.50 TB
2026-01-05 00:30:00,65.3 MB,259 MB,1.52 TB,3.95 TB,1.56 TB,1.50 TB
2026-01-05 00:35:00,65.5 MB,260 MB,1.53 TB,3.96 TB,1.56 TB,1.51 TB
2026-01-05 00:40:00,65.7 MB,261 MB,1.53 TB,3.97 TB,1.57 TB,1.51 TB
2026-01-05 00:45:00,65.9 MB,261 MB,1.53 TB,3.98 TB,1.57 TB,1.52 TB
2026-01-05 00:50:00,66.1 MB,262 MB,1.54 TB,4.00 TB,1.58 TB,1.52 TB
2026-01-05 00:55:00,66.2 MB,263 MB,1.54 TB,4.01 TB,1.58 TB,1.52 TB
2026-01-05 01:00:00,66.4 MB,263 MB,1.55 TB,4.02 TB,1.59 TB,1.53 TB
2026-01-05 01:05:00,66.6 MB,264 MB,1.55 TB,4.03 TB,1.59 TB,1.53 TB
2026-01-05 01:10:00,66.8 MB,265 MB,1.55 TB,4.04 TB,1.59 TB,1.54 TB
2026-01-05 01:15:00,66.9 MB,266 MB,1.56 TB,4.06 TB,1.60 TB,1.54 TB
2026-01-05 01:20:00,67.1 MB,266 MB,1.56 TB,4.07 TB,1.60 TB,1.54 TB
2026-01-05 01:25:00,67.3 MB,267 MB,1.57 TB,4.08 TB,1.61 TB,1.55 TB
2026-01-05 01:30:00,67.5 MB,268 MB,1.57 TB,4.09 TB,1.61 TB,1.55 TB
2026-01-05 01:35:00,67.7 MB,268 MB,1.57 TB,4.11 TB,1.61 TB,1.56 TB
2026-01-05 01:40:00,67.9 MB,269 MB,1.58 TB,4.12 TB,1.62 TB,1.56 TB
2026-01-05 01:45:00,68.0 MB,270 MB,1.58 TB,4.13 TB,1.62 TB,1.56 TB
2026-01-05 01:50:00,68.2 MB,270 MB,1.59 TB,4.14 TB,1.63 TB,1.57 TB
2026-01-05 01:55:00,68.4 MB,271 MB,1.59 TB,4.15 TB,1.63 TB,1.57 TB
2026-01-05 02:00:00,68.6 MB,272 MB,1.59 TB,4.16 TB,1.63 TB,1.58 TB
2026-01-05 02:05:00,68.7 MB,273 MB,1.60 TB,4.18 TB,1.64 TB,1.58 TB
2026-01-05 02:10:00,68.9 MB,273 MB,1.60 TB,4.19 TB,1.64 TB,1.58 TB
2026-01-05 02:15:00,69.1 MB,274 MB,1.61 TB,4.20 TB,1.65 TB,1.59 TB
2026-01-05 02:20:00,69.2 MB,275 MB,1.61 TB,4.21 TB,1.65 TB,1.59 TB
2026-01-05 02:25:00,69.4 MB,275 MB,1.61 TB,4.22 TB,1.65 TB,1.60 TB
2026-01-05 02:30:00,69.6 MB,276 MB,1.62 TB,4.24 TB,1.66 TB,1.60 TB
2026-01-05 02:35:00,69.8 MB,277 MB,1.62 TB,4.25 TB,1.66 TB,1.60 TB
2026-01-05 02:40:00,69.9 MB,277 MB,1.63 TB,4.26 TB,1.67 TB,1.61 TB
2026-01-05 02:45:00,70.1 MB,278 MB,1.63 TB,4.27 TB,1.67 TB,1.61 TB
2026-01-05 02:50:00,70.3 MB,279 MB,1.63 TB,4.28 TB,1.67 TB,1.62 TB
2026-01-05 02:55:00,70.5 MB,280 MB,1.64 TB,4.30 TB,1.68 TB,1.62 TB
2026-01-05 03:00:00,70.7 MB,280 MB,1.64 TB,4.31 TB,1.68 TB,1.62 TB
2026-01-05 03:05:00,70.9 MB,281 MB,1.65 TB,4.32 TB,1.69 TB,1.63 TB
2026-01-05 03:10:00,71.1 MB,282 MB,1.65 TB,4.33 TB,1.69 TB,1.63 TB
2026-01-05 03:15:00,71.2 MB,282 MB,1.65 TB,4.34 TB,1.69 TB,1.64 TB
2026-01-05 03:20:00,71.4 MB,283 MB,1.66 TB,4.36 TB,1.70 TB,1.64 TB
2026-01-05 03:25:00,71.6 MB,284 MB,1.66 TB,4.37 TB,1.70 TB,1.64 TB
2026-01-05 03:30:00,71.8 MB,284 MB,1.67 TB,4.38 TB,1.71 TB,1.65 TB
2026-01-05 03:35:00,71.9 MB,285 MB,1.67 TB,4.39 TB,1.71 TB,1.65 TB
2026-01-05 03:40:00,72.1 MB,286 MB,1.67 TB,4.40 TB,1.71 TB,1.66 TB
2026-01-05 03:45:00,72.3 MB,286 MB,1.68 TB,4.42 TB,1.72 TB,1.66 TB
2026-01-05 03:50:00,72.5 MB,287 MB,1.68 TB,4.43 TB,1.72 TB,1.66 TB
2026-01-05 03:55:00,72.6 MB,288 MB,1.69 TB,4.44 TB,1.73 TB,1.67 TB
2026-01-05 04:00:00,72.8 MB,289 MB,1.69 TB,4.45 TB,1.73 TB,1.67 TB
2026-01-05 04:05:00,73.0 MB,289 MB,1.69 TB,4.46 TB,1.73 TB,1.68 TB
2026-01-05 04:10:00,73.2 MB,290 MB,1.70 TB,4.48 TB,1.74 TB,1.68 TB
2026-01-05 04:15:00,73.4 MB,291 MB,1.70 TB,4.49 TB,1.74 TB,1.68 TB
2026-01-05 04:20:00,73.5 MB,291 MB,1.71 TB,4.50 TB,1.75 TB,1.69 TB
2026-01-05 04:25:00,73.7 MB,292 MB,1.71 TB,4.51 TB,1.75 TB,1.69 TB
2026-01-05 04:30:00,73.9 MB,293 MB,1.71 TB,4.52 TB,1.75 TB,1.70 TB
2026-01-05 04:35:00,74.1 MB,293 MB,1.72 TB,4.53 TB,1.76 TB,1.70 TB
2026-01-05 04:40:00,74.3 MB,294 MB,1.72 TB,4.55 TB,1.76 TB,1.70 TB
2026-01-05 04:45:00,74.4 MB,295 MB,1.73 TB,4.56 TB,1.76 TB,1.71 TB
2026-01-05 04:50:00,74.6 MB,296 MB,1.73 TB,4.57 TB,1.77 TB,1.71 TB
2026-01-05 04:55:00,74.8 MB,296 MB,1.73 TB,4.58 TB,1.77 TB,1.71 TB
2026-01-05 05:00:00,75.0 MB,297 MB,1.74 TB,4.59 TB,1.78 TB,1.72 TB
2026-01-05 05:05:00,75.1 MB,298 MB,1.74 TB,4.61 TB,1.78 TB,1.72 TB
2026-01-05 05:10:00,75.3 MB,298 MB,1.75 TB,4.62 TB,1.79 TB,1.73 TB
2026-01-05 05:15:00,75.5 MB,299 MB,1.75 TB,4.63 TB,1.79 TB,1.73 TB
2026-01-05 05:20:00,75.7 MB,300 MB,1.75 TB,4.64 TB,1.79 TB,1.74 TB
2026-01-05 05:25:00,75.8 MB,301 MB,1.76 TB,4.65 TB,1.80 TB,1.74 TB
2026-01-05 05:30:00,76.0 MB,301 MB,1.76 TB,4.67 TB,1.80 TB,1.74 TB
2026-01-05 05:35:00,76.2 MB,302 MB,1.77 TB,4.68 TB,1.81 TB,1.75 TB
2026-01-05 05:40:00,76.4 MB,303 MB,1.77 TB,4.69 TB,1.81 TB,1.75 TB
2026-01-05 05:45:00,76.5 MB,303 MB,1.77 TB,4.70 TB,1.81 TB,1.76 TB
2026-01-05 05:50:00,76.7 MB,304 MB,1.78 TB,4.71 TB,1.82 TB,1.76 TB
2026-01-05 05:55:00,76.9 MB,305 MB,1.78 TB,4.73 TB,1.82 TB,1.76 TB
2026-01-05 06:00:00,77.1 MB,305 MB,1.79 TB,4.74 TB,1.82 TB,1.77 TB
2026-01-05 06:05:00,77.3 MB,306 MB,1.79 TB,4.75 TB,1.83 TB,1.77 TB
2026-01-05 06:10:00,77.5 MB,307 MB,1.79 TB,4.76 TB,1.83 TB,1.77 TB
2026-01-05 06:15:00,77.6 MB,308 MB,1.80 TB,4.77 TB,1.84 TB,1.78 TB
2026-01-05 06:20:00,77.8 MB,308 MB,1.80 TB,4.78 TB,1.84 TB,1.78 TB
2026-01-05 06:25:00,78.0 MB,309 MB,1.81 TB,4.80 TB,1.84 TB,1.79 TB
2026-01-05 06:30:00,78.2 MB,310 MB,1.81 TB,4.81 TB,1.85 TB,1.79 TB
2026-01-05 06:35:00,78.3 MB,310 MB,1.81 TB,4.82 TB,1.85 TB,1.79 TB
2026-01-05 06:40:00,78.5 MB,311 MB,1.82 TB,4.83 TB,1.86 TB,1.80 TB
2026-01-05 06:45:00,78.7 MB,312 MB,1.82 TB,4.84 TB,1.86 TB,1.80 TB
2026-01-05 06:50:00,78.9 MB,312 MB,1.83 TB,4.86 TB,1.86 TB,1.81 TB
2026-01-05 06:55:00,79.1 MB,313 MB,1.83 TB,4.87 TB,1.87 TB,1.81 TB
2026-01-05 07:00:00,79.2 MB,314 MB,1.83 TB,4.88 TB,1.87 TB,1.81 TB
2026-01-05 07:05:00,79.4 MB,314 MB,1.84 TB,4.89 TB,1.88 TB,1.82 TB
2026-01-05 07:10:00,79.6 MB,315 MB,1.84 TB,4.90 TB,1.88 TB,1.82 TB
2026-01-05 07:15:00,79.8 MB,316 MB,1.85 TB,4.92 TB,1.88 TB,1.83 TB
2026-01-05 07:20:00,79.9 MB,317 MB,1.85 TB,4.93 TB,1.89 TB,1.83 TB
2026-01-05 07:25:00,80.1 MB,317 MB,1.85 TB,4.94 TB,1.89 TB,1.83 TB
2026-01-05 07:30:00,80.3 MB,318 MB,1.86 TB,4.95 TB,1.90 TB,1.84 TB
2026-01-05 07:35:00,80.4 MB,319 MB,1.86 TB,4.96 TB,1.90 TB,1.84 TB
2026-01-05 07:40:00,80.6 MB,319 MB,1.86 TB,4.98 TB,1.90 TB,1.85 TB
2026-01-05 07:45:00,80.8 MB,320 MB,1.87 TB,4.99 TB,1.91 TB,1.85 TB
2026-01-05 07:50:00,81.0 MB,321 MB,1.87 TB,5.00 TB,1.91 TB,1.85 TB
2026-01-05 07:55:00,81.1 MB,321 MB,1.88 TB,5.01 TB,1.92 TB,1.86 TB
2026-01-05 08:00:00,81.3 MB,322 MB,1.88 TB,5.02 TB,1.92 TB,1.86 TB
2026-01-05 08:05:00,81.5 MB,323 MB,1.88 TB,5.04 TB,1.92 TB,1.87 TB
2026-01-05 08:10:00,81.7 MB,324 MB,1.89 TB,5.05 TB,1.93 TB,1.87 TB
2026-01-05 08:15:00,81.8 MB,324 MB,1.89 TB,5.06 TB,1.93 TB,1.87 TB
2026-01-05 08:20:00,82.0 MB,325 MB,1.90 TB,5.07 TB,1.94 TB,1.88 TB
2026-01-05 08:25:00,82.2 MB,326 MB,1.90 TB,5.08 TB,1.94 TB,1.88 TB
2026-01-05 08:30:00,82.4 MB,326 MB,1.90 TB,5.09 TB,1.94 TB,1.89 TB
2026-01-05 08:35:00,82.6 MB,327 MB,1.91 TB,5.11 TB,1.95 TB,1.89 TB
2026-01-05 08:40:00,82.7 MB,328 MB,1.91 TB,5.12 TB,1.95 TB,1.89 TB
2026-01-05 08:45:00,82.9 MB,328 MB,1.92 TB,5.13 TB,1.96 TB,1.90 TB
2026-01-05 08:50:00,83.1 MB,329 MB,1.92 TB,5.14 TB,1.96 TB,1.90 TB
2026-01-05 08:55:00,83.3 MB,330 MB,1.92 TB,5.15 TB,1.96 TB,1.91 TB
2026-01-05 09:00:00,83.5 MB,331 MB,1.93 TB,5.16 TB,1.97 TB,1.91 TB
2026-01-05 09:05:00,83.6 MB,331 MB,1.93 TB,5.17 TB,1.97 TB,1.91 TB
2026-01-05 09:10:00,83.8 MB,332 MB,1.94 TB,5.19 TB,1.97 TB,1.92 TB
2026-01-05 09:15:00,84.0 MB,333 MB,1.94 TB,5.20 TB,1.98 TB,1.92 TB
2026-01-05 09:20:00,84.2 MB,333 MB,1.94 TB,5.21 TB,1.98 TB,1.92 TB
2026-01-05 09:25:00,84.4 MB,334 MB,1.95 TB,5.22 TB,1.99 TB,1.93 TB
2026-01-05 09:30:00,84.5 MB,335 MB,1.95 TB,5.23 TB,1.99 TB,1.93 TB
2026-01-05 09:35:00,84.7 MB,335 MB,1.96 TB,5.25 TB,1.99 TB,1.94 TB
2026-01-05 09:40:00,84.9 MB,336 MB,1.96 TB,5.26 TB,2.00 TB,1.94 TB
2026-01-05 09:45:00,85.1 MB,337 MB,1.96 TB,5.27 TB,2.00 TB,1.94 TB
2026-01-05 09:50:00,85.2 MB,337 MB,1.97 TB,5.28 TB,2.01 TB,1.95 TB
2026-01-05 09:55:00,85.4 MB,338 MB,1.97 TB,5.29 TB,2.01 TB,1.95 TB
2026-01-05 10:00:00,85.6 MB,339 MB,1.98 TB,5.31 TB,2.01 TB,1.96 TB
2026-01-05 10:05:00,85.8 MB,340 MB,1.98 TB,5.32 TB,2.02 TB,1.96 TB
2026-01-05 10:10:00,85.9 MB,340 MB,1.98 TB,5.33 TB,2.02 TB,1.96 TB
2026-01-05 10:15:00,86.1 MB,341 MB,1.99 TB,5.34 TB,2.03 TB,1.97 TB
2026-01-05 10:20:00,86.3 MB,342 MB,1.99 TB,5.35 TB,2.03 TB,1.97 TB
2026-01-05 10:25:00,86.5 MB,342 MB,2.00 TB,5.37 TB,2.03 TB,1.98 TB
2026-01-05 10:30:00,86.6 MB,343 MB,2.00 TB,5.38 TB,2.04 TB,1.98 TB
2026-01-05 10:35:00,86.8 MB,344 MB,2.00 TB,5.39 TB,2.04 TB,1.98 TB
2026-01-05 10:40:00,87.0 MB,344 MB,2.01 TB,5.40 TB,2.05 TB,1.99 TB
2026-01-05 10:45:00,87.2 MB,345 MB,2.01 TB,5.41 TB,2.05 TB,1.99 TB
2026-01-05 10:50:00,87.4 MB,346 MB,2.02 TB,5.43 TB,2.05 TB,2.00 TB
2026-01-05 10:55:00,87.5 MB,347 MB,2.02 TB,5.44 TB,2.06 TB,2.00 TB
2026-01-05 11:00:00,87.7 MB,347 MB,2.02 TB,5.45 TB,2.06 TB,2.00 TB
2026-01-05 11:05:00,87.9 MB,348 MB,2.03 TB,5.46 TB,2.07 TB,2.01 TB
2026-01-05 11:10:00,88.1 MB,349 MB,2.03 TB,5.47 TB,2.07 TB,2.01 TB
2026-01-05 11:15:00,88.2 MB,349 MB,2.04 TB,5.49 TB,2.08 TB,2.02 TB
2026-01-05 11:20:00,88.4 MB,350 MB,2.04 TB,5.50 TB,2.08 TB,2.02 TB
2026-01-05 11:25:00,88.6 MB,351 MB,2.04 TB,5.51 TB,2.08 TB,2.02 TB
2026-01-05 11:30:00,88.8 MB,351 MB,2.05 TB,5.52 TB,2.09 TB,2.03 TB
2026-01-05 11:35:00,89.0 MB,352 MB,2.05 TB,5.53 TB,2.09 TB,2.03 TB
2026-01-05 11:40:00,89.2 MB,353 MB,2.05 TB,5.55 TB,2.09 TB,2.04 TB
2026-01-05 11:45:00,89.3 MB,354 MB,2.06 TB,5.56 TB,2.10 TB,2.04 TB
2026-01-05 11:50:00,89.5 MB,354 MB,2.06 TB,5.57 TB,2.10 TB,2.04 TB
2026-01-05 11:55:00,89.7 MB,355 MB,2.07 TB,5.58 TB,2.11 TB,2.05 TB
2026-01-05 12:00:00,89.8 MB,356 MB,2.07 TB,5.59 TB,2.11 TB,2.05 TB
2026-01-05 12:05:00,90.0 MB,356 MB,2.07 TB,5.60 TB,2.11 TB,2.06 TB
2026-01-05 12:10:00,90.2 MB,357 MB,2.08 TB,5.62 TB,2.12 TB,2.06 TB
2026-01-05 12:15:00,90.4 MB,358 MB,2.08 TB,5.63 TB,2.12 TB,2.06 TB
2026-01-05 12:20:00,90.6 MB,358 MB,2.09 TB,5.64 TB,2.13 TB,2.07 TB
2026-01-05 12:25:00,90.7 MB,359 MB,2.09 TB,5.65 TB,2.13 TB,2.07 TB
2026-01-05 12:30:00,90.9 MB,360 MB,2.09 TB,5.66 TB,2.13 TB,2.08 TB
2026-01-05 12:35:00,91.1 MB,361 MB,2.10 TB,5.68 TB,2.14 TB,2.08 TB
2026-01-05 12:40:00,91.2 MB,361 MB,2.10 TB,5.69 TB,2.14 TB,2.08 TB
2026-01-05 12:45:00,91.4 MB,362 MB,2.11 TB,5.70 TB,2.15 TB,2.09 TB
2026-01-05 12:50:00,91.6 MB,363 MB,2.11 TB,5.71 TB,2.15 TB,2.09 TB
2026-01-05 12:55:00,91.8 MB,363 MB,2.11 TB,5.72 TB,2.15 TB,2.10 TB
2026-01-05 13:00:00,91.9 MB,364 MB,2.12 TB,5.73 TB,2.16 TB,2.10 TB
2026-01-05 13:05:00,92.1 MB,365 MB,2.12 TB,5.75 TB,2.16 TB,2.10 TB
2026-01-05 13:10:00,92.3 MB,365 MB,2.13 TB,5.76 TB,2.17 TB,2.11 TB
2026-01-05 13:15:00,92.5 MB,366 MB,2.13 TB,5.77 TB,2.17 TB,2.11 TB
2026-01-05 13:20:00,92.7 MB,367 MB,2.13 TB,5.78 TB,2.17 TB,2.12 TB
2026-01-05 13:25:00,92.9 MB,367 MB,2.14 TB,5.79 TB,2.18 TB,2.12 TB
2026-01-05 13:30:00,93.0 MB,368 MB,2.14 TB,5.81 TB,2.18 TB,2.12 TB
2026-01-05 13:35:00,93.2 MB,369 MB,2.15 TB,5.82 TB,2.19 TB,2.13 TB
2026-01-05 13:40:00,93.4 MB,370 MB,2.15 TB,5.83 TB,2.19 TB,2.13 TB
2026-01-05 13:45:00,93.6 MB,370 MB,2.15 TB,5.84 TB,2.19 TB,2.14 TB
2026-01-05 13:50:00,93.8 MB,371 MB,2.16 TB,5.85 TB,2.20 TB,2.14 TB
2026-01-05 13:55:00,93.9 MB,372 MB,2.16 TB,5.86 TB,2.20 TB,2.14 TB
2026-01-05 14:00:00,94.1 MB,372 MB,2.16 TB,5.88 TB,2.20 TB,2.15 TB
2026-01-05 14:05:00,94.3 MB,373 MB,2.17 TB,5.89 TB,2.21 TB,2.15 TB
2026-01-05 14:10:00,94.5 MB,374 MB,2.17 TB,5.90 TB,2.21 TB,2.16 TB
2026-01-05 14:15:00,94.7 MB,374 MB,2.18 TB,5.91 TB,2.22 TB,2.16 TB
2026-01-05 14:20:00,94.9 MB,375 MB,2.18 TB,5.92 TB,2.22 TB,2.16 TB
2026-01-05 14:25:00,95.0 MB,376 MB,2.18 TB,5.93 TB,2.22 TB,2.17 TB
2026-01-05 14:30:00,95.2 MB,377 MB,2.19 TB,5.95 TB,2.23 TB,2.17 TB
2026-01-05 14:35:00,95.4 MB,377 MB,2.19 TB,5.96 TB,2.23 TB,2.17 TB
2026-01-05 14:40:00,95.6 MB,378 MB,2.20 TB,5.97 TB,2.24 TB,2.18 TB
2026-01-05 14:45:00,95.7 MB,379 MB,2.20 TB,5.98 TB,2.24 TB,2.18 TB
2026-01-05 14:50:00,95.9 MB,379 MB,2.20 TB,5.99 TB,2.24 TB,2.19 TB
2026-01-05 14:55:00,96.1 MB,380 MB,2.21 TB,6.01 TB,2.25 TB,2.19 TB
2026-01-05 15:00:00,96.3 MB,381 MB,2.21 TB,6.02 TB,2.25 TB,2.19 TB
2026-01-05 15:05:00,96.5 MB,381 MB,2.22 TB,6.03 TB,2.26 TB,2.20 TB
2026-01-05 15:10:00,96.6 MB,382 MB,2.22 TB,6.04 TB,2.26 TB,2.20 TB
2026-01-05 15:15:00,96.8 MB,383 MB,2.22 TB,6.05 TB,2.26 TB,2.21 TB
2026-01-05 15:20:00,97.0 MB,383 MB,2.23 TB,6.06 TB,2.27 TB,2.21 TB
